id,raw_text,canonical_transliterated,translation,silver_label_v1,silver_confidence_v1,gemini_label,gemini_confidence,gemini_rationale,llama_label,llama_confidence,llama_rationale,adjudicator_decision,adjudicator_notes
CIE 2611,putialisa:sec,putialisa:sec,,funerary,high,funerary,high,"The inscription follows the canonical structure of a funerary epitaph, consisting of a personal identifier ('putialisa', likely a gentilicium) and a kinship term ('sec', meaning 'daughter'). This pattern of naming the deceased with their filiation is the primary diagnostic for the `funerary` class, as per rule 1 of the decision tree and its positive examples.",unsure,low,The inscription 'putialisa:sec' is too fragmentary and lacks context to confidently classify it into one of the seven epigraphic types. The text does not contain a clear verb or formula that matches the decision tree criteria for any of the categories.,,
CIE 2635,IMVIV.I IHTVAL MIKIANA MVEQL l.pupuni|lautni|anainis|verus,IMVIV.I IHTVAL MIKIANA MVEQL l.pupuni|lautni|anainis|verus,,funerary,high,funerary,high,"The inscription contains a detailed onomastic formula, 'l.pupuni lautni anainis', identifying an individual by name (Laris Pupuni) and social status as a freedman ('lautni') of the Anai family. This type of extended personal identification formula is characteristic of funerary epitaphs used to name the deceased. This matches rule 1 of the decision tree.",unsure,low,"The inscription is heavily fragmented and contains unclear or unknown terms, making it difficult to apply the decision tree with confidence. The text does not clearly match any of the specific criteria for the given categories, and the translation is not provided.",,
CIE 3029,Tania Uni...,Tania Uni...,,dedicatory,high,dedicatory,high,"The inscription pairs a personal name, 'Tania', with the name of a major deity, 'Uni'. This structure of a mortal donor followed by a divine recipient is highly characteristic of a dedicatory formula, implying a gift to the goddess. Following the decision tree, the presence of a recipient deity (rule 2) and the nature of the gift to a higher status being (rule 4) secures the 'dedicatory' classification, even though the text is fragmentary and the verb of giving is not preserved.",unsure,low,"The inscription 'Tania Uni...' is fragmentary and lacks sufficient context to determine its epigraphic type. The presence of a personal name 'Tania' and a divine name 'Uni' could suggest either a dedicatory or votive context, but without more text or information about the findspot and object type, it's impossible to decide confidently.",,
CODEX_LL_IX,ara ślafc zec flaχ vacl in crapśti hanipalθi θui ceś zeri nunθeri eθ vacl θeśan tinśi ais cemnac celi huθiś zaθrumiś,ara ślafc zec flaχ vacl in crapśti hanipalθi θui ceś zeri nunθeri eθ vacl θeśan tinśi ais cemnac celi huθiś zaθrumiś,,dedicatory,high,legal,high,"This inscription is a passage from the Liber Linteus Zagrabiensis, a liturgical calendar prescribing religious rites. It satisfies rule 7 of the decision tree, as its content constitutes 'sacred law.' The text contains specific ritual vocabulary (e.g., 'vacl' for libation/rite), invocations to deities ('tinśi'), and a calendrical date ('celi huθiś zaθrumiś'), making it a regulatory religious document rather than a dedication or funerary text.",votive,medium,"The inscription contains the verb 'nunθeri' which could be related to a dedicatory or votive context. The presence of 'θeśan tinśi' (dawn, day or a deity related to it) and 'ais cemnac' (divine beings or gods) suggests a religious context, supporting a votive or dedicatory interpretation. The text is lengthy and complex, but the find context is unknown, making it difficult to be certain.",,
CODEX_LL_VIII,celi huθiś zaθrumiś iχ nac aχrum flerχva neθśrac hamφeś celi huθiś zaθrumiś vacl trin sians cletram śrenχve nunθeri śpureśtreści enaś,celi huθiś zaθrumiś iχ nac aχrum flerχva neθśrac hamφeś celi huθiś zaθrumiś vacl trin sians cletram śrenχve nunθeri śpureśtreści enaś,,dedicatory,high,legal,high,"This inscription is classified as legal under rule 7 of the decision tree, as it is a prime example of a 'sacred law' text. The text outlines a ritual calendar, specifying offerings ('flerχva') and libations ('vacl') to be made to a deity ('neθśrac') on specific dates ('celi huθiś zaθrumiś'). Its prescriptive and formulaic nature distinguishes it from a simple dedication, placing it firmly in the legal category of religious law.",votive,high,"The inscription contains the verb 'nunθeri' which is related to dedicatory or votive actions, and 'flerχva' which is associated with offerings or votive objects. The repetition of 'celi huθiś zaθrumiś' and the presence of 'neθśrac' (related to deities or the underworld) and 'śpureśtreści' (possibly related to a public or civic context) suggest a ritual or dedicatory context. The overall structure and vocabulary are more specific to votive inscriptions.",,
CODEX_LL_X,vacl aisvale ciś clenar ci avil χiś vinum trau θiś ceś heχz ciś meθlumθ ceś ten θeśan tinśi tiurim ais cemnac,vacl aisvale ciś clenar ci avil χiś vinum trau θiś ceś heχz ciś meθlumθ ceś ten θeśan tinśi tiurim ais cemnac,,funerary,high,legal,high,"The inscription details a complex set of ritual prescriptions, qualifying it as a 'sacred law' under the 'legal' category per the codebook's decision tree (Rule 7). The text includes specific ritual terms ('vacl', 'aisvale'), prescribed offerings ('vinum'), and mentions multiple deities ('θeśan', 'tinśi tiurim'), indicating a formal regulation rather than a simple personal dedication or votive offering.",unsure,low,"The inscription is too long and complex to be classified under a single category with high confidence. It contains multiple clauses and words that could fit different categories, but without a clear indication of its purpose or context.",,
Cl 1.1006,vel • fastntru • aθ,vel • fastntru • aθ,,funerary,high,funerary,high,"The inscription contains a personal name ('vel fastntru'). Although it lacks an explicit kinship or death formula, the source identifier 'Cl' (Clusium/Chiusi) and the collection context ('Larth' database of funerary texts) strongly indicate a sepulchral findspot. According to the decision tree's first rule and tie-breaking rule #1 ('Funerary trumps everything else'), the unambiguous sepulchral context makes this a funerary inscription identifying the deceased.",unsure,low,"The inscription 'vel • fastntru • aθ' is too fragmentary and lacks clear context or a recognizable formula from the codebook. The text does not directly match any of the decision tree criteria, and without additional information about the findspot or object type, it's challenging to assign a confident label.",,
Cl 1.314,θana punp naσ lautni θa,θana punp naσ lautni θa,,funerary,high,funerary,high,"The inscription follows a classic funerary formula, naming the deceased ('θana') and providing her social status ('lautni', freedwoman) along with her patron's family name in the genitive ('punpnaś'). This structure directly matches the requirements of rule #1 in the decision tree, as a status formula like 'lautni' functions as a kinship/death formula to identify an individual in a sepulchral context.",unsure,low,The inscription 'θana punp naσ lautni θa' lacks clear context or a decisive formula that matches any of the defined categories directly. The presence of a personal name ('θana') and a term ('lautni') which could indicate social status does not conclusively point to a specific category without further context or understanding of the full text's meaning.,,
Cm 2.46,mi e.i. mi.n.pi capi mi numar θevru.c.l.na.s. qupe.s. fulu.σ'.la,mi e.i. mi.n.pi capi mi numar θevru.c.l.na.s. qupe.s. fulu.σ'.la,,ownership,high,ownership,high,"The inscription follows the classic 'speaking object' formula, using the first-person pronoun 'mi' ('I am') multiple times. This is followed by personal names in the genitive case ('θevru.c.l.na.s', 'qupe.s'), indicating possession. This pattern directly satisfies rule #5 of the decision tree ('mi' + genitive of a personal name). The absence of a verb of giving or a funerary context prevents classification as dedicatory or funerary.",unsure,low,"The inscription 'mi e.i. mi.n.pi capi mi numar θevru.c.l.na.s. qupe.s. fulu.σ'.la' is highly fragmentary and contains mostly unintelligible or unknown sequences. The presence of 'mi' could suggest an ownership or dedicatory formula, but the rest of the text does not clearly match any known Etruscan formula or vocabulary that would allow a confident classification into one of the seven epigraphic types.",,
Fa 6.3,mi araθiale ziχuχe,mi araθiale ziχuχe,,ownership,high,ownership,medium,"The inscription is a 'speaking object' formula that identifies the maker: 'mi araθiale ziχuχe' translates to 'Arath wrote/inscribed me'. This functions as a maker's signature. Following the decision tree, this inscription fails rules 1 and 2 as it lacks funerary or dedicatory verbs. It matches the second clause of rule 5, which classifies inscriptions that are a 'maker-mark' as 'ownership'.",dedicatory,high,"The inscription 'mi araθiale ziχuχe' contains the verb 'ziχuχe', which is a verb of making or dedicating. The presence of 'mi' with a verb of giving or dedicating suggests a dedicatory context. According to the decision tree, the presence of a verb of giving (in this case, likely related to 'ziχuχe') indicates a dedicatory inscription.",,
LL 6,luθti • raχ • ture • acil,luθti • raχ • ture • acil,,dedicatory,high,dedicatory,high,"The inscription contains the word 'ture', a common form of the Etruscan verb 'tur-' meaning 'to give' or 'to dedicate'. Following the decision tree, the presence of a verb of giving (Rule 2) points towards a dedicatory context. As there is no explicit votive formula or known sanctuary findspot (Rule 3), the inscription is classified as dedicatory (Rule 4), representing a gift.",unsure,low,"The inscription 'luθti • raχ • ture • acil' does not directly match any of the clear criteria outlined in the decision tree. The presence of the verb or verb-like element 'ture' could suggest a dedicatory context if it relates to the verb 'tur-' (gave), but without a clear object or recipient, this is speculative. The text is not clearly funerary, ownership, or another category based on the given information.",,
OA 3.9,cae siprisnies {i} tur ce hercles clen ce χa munis en cae lur χve truta ala alp nina luθs inpa lxχn/a,cae siprisnies {i} tur ce hercles clen ce χa munis en cae lur χve truta ala alp nina luθs inpa lxχn/a,,dedicatory,high,votive,high,"The inscription contains the clear verb of giving 'tur ce' (turce) and names a divine recipient, 'hercles clen' (son of Heracles), satisfying rule 2 of the decision tree. The text also includes specific religious vocabulary such as 'ceχa' (sacred law/rite) and 'luθs' (in the sanctuary/tomb), which constitutes strong evidence of a formal religious act, fulfilling the 'vow language' condition of rule 3. This makes 'votive' a more specific and accurate label than the general 'dedicatory'.",dedicatory,high,"The inscription contains the verb 'tur' which is a verb of giving, and 'hercles' indicating a deity, suggesting a dedicatory context. The presence of 'tur ce' aligns with dedicatory formulas seen in Etruscan inscriptions. The overall structure and content point towards a dedicatory inscription.",,
TCa 8,iσ've.i.tule ilu.c.ve .a.pirase leθa.m.su.l. ilucu cuie.s.χu pe.r.pri,iσ've.i.tule ilu.c.ve .a.pirase leθa.m.su.l. ilucu cuie.s.χu pe.r.pri,,dedicatory,high,legal,high,"This inscription is a prescriptional ritual calendar, detailing rites (ilucve) to be performed during a specific month (apirase). According to the codebook's decision tree, this content is classified as 'sacred law,' which falls under the 'legal' category (rule 7). The inscription lacks any features of the higher-priority categories like funerary formulas or verbs of giving.",unsure,low,"The inscription 'iσ've.i.tule ilu.c.ve .a.pirase leθa.m.su.l. ilucu cuie.s.χu pe.r.pri' is heavily fragmentary and does not contain recognizable Etruscan words or formulas that match any of the defined categories in the codebook. The text is not transliterated into standard Etruscan script, making it difficult to apply the decision tree with confidence.",,
Ta 1.35,σ'eθre curunas • velus [ • ] [r]amθa[s] [ • ] avenalc sam man • σuθ[i]θ • arce ...,σ'eθre curunas • velus [ • ] [r]amθa[s] [ • ] avenalc sam man • σuθ[i]θ • arce ...,,funerary,high,funerary,high,"The inscription meets the criteria for rule 1 of the decision tree. The text contains multiple personal names (`curunas`, `velus`, `ramθas`), a clear kinship formula (`avenalc`, meaning 'of his uncle'), and explicit funerary vocabulary (`suθiθ`, meaning 'in the tomb'). This combination of features is definitively characteristic of a funerary inscription.",unsure,low,"The inscription is heavily fragmentary, with multiple lacunae and unclear context. The visible text does not contain a discriminating verb or formula that would allow for a confident classification according to the decision tree.",,
Vs 7.25,zatlaθ aiθas,zatlaθ aiθas,,funerary,medium,legal,medium,"The inscription contains the term 'zatlaθ', which is understood as a title for a priest or magistrate. This specific term is attested in major Etruscan legal and sacred-law texts, such as the Magliano Lead Disk and the Cippus Perusinus. Following rule 7 of the decision tree, the presence of this legal vocabulary indicates a legal or sacred-law context. The confidence is 'medium' rather than 'high' because the object type and findspot are unknown, which prevents corroboration of the textual evidence.",unsure,low,"The inscription 'zatlaθ aiθas' lacks clear context or a known translation. Without understanding the meaning or the object it is inscribed on, it's impossible to confidently apply the decision tree from the codebook. The text does not directly match any of the specific formulas or vocabulary associated with the defined epigraphic types.",,
Vt 1.58,mi laruσ arianaσ • anaσnieσ klan,mi laruσ arianaσ • anaσnieσ klan,,funerary,high,funerary,high,"The inscription follows the pattern of a funerary epitaph by stating the deceased's name and parentage. The presence of the explicit kinship term 'klan' ('son') is a strong diagnostic feature for this class, as per the codebook's examples ('vel matunas larisal clan'). This matches rule #1 in the decision tree. Although the inscription starts with 'mi' (an ownership formula), tie-breaking rule #1 states that funerary indicators like kinship formulas trump all other considerations.",ownership,medium,"The inscription starts with 'mi', followed by a personal name in the genitive, which is a common formula for ownership inscriptions. The presence of 'mi' + genitive suggests ownership, and there's no clear evidence of a verb of giving or other formula that would suggest a different category.",,
Vt 4.2,θuσuθur σelaśva θlu θupit aisece tati,θuσuθur σelaśva θlu θupit aisece tati,,dedicatory,high,legal,high,"The inscription follows the structure of a 'lex sacra' or sacred law. The verb 'θupit' (he/she placed/established) combined with the dative/locative 'aisece' (for/at the gods) strongly indicates a religious prescription or regulation. Following the decision tree, this falls under step 7, which explicitly includes 'sacred law' as a type of legal text. It is not dedicatory as it lacks the specific verbs of giving, and it is not a boundary marker.",unsure,low,"The inscription 'θuσuθur σelaśva θlu θupit aisece tati' does not clearly match any of the decision tree branches due to lack of recognizable Etruscan words or formulas that directly correspond to the categories defined in the codebook. The text is not obviously funerary, ownership, dedicatory, votive, legal, boundary, or commercial based on the provided transliteration and the absence of a translation. The text appears to be in Etruscan script but its meaning or context is unclear.",,
